,brand,family,reference,name,produced,limited,caseMaterial,caseGlass,caseBack,caseShape,caseDiameter,caseHeight,caseLugWidth,dialColor,dialMaterial,dialIndexes,dialHands,movementType,movementBrand,movementCaliber,movementDisplay,movementDiameter,movementJewels,movementReserve,movementFrequency,movementTime,description,imageLink,imagePath
389,A. Lange & Söhne,1815,,1815 Chronograph White Gold,2010 - 2016,No,White gold,Sapphire,Open,,39.50 mm,10.80 mm,20.00 mm,Silver,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L951.5,Analog,30.60 mm,40.0,60 h,21600 bph,"Hours, Minutes, Small Seconds",The ref. 402.026 1815 Chronograph was introduced at SIHH 2010. It features a white gold case of 39.5 * 10.8mm and a solid silver dial with Arabic numerals. It is powered by the hand-wound caliber L951.5 flyback chronograph movement.,https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/402-026-b6.jpg,images/402-026-b6.jpg
390,A. Lange & Söhne,1815,,1815 Annual Calendar White Gold / Silver,2017,No,White gold,Sapphire,Open,Round,40.00 mm,10.10 mm,20.00 mm,Silver,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L051.3,Analog,30.60 mm,26.0,72 h,21600 bph,"Hours, Minutes, Small Seconds","The A. Lange & Söhne 1815 Annual Calendar was introduced at SIHH 2017. Housed in a case of 40.0 * 10.1 mm is the hand-wound caliber L051.3, which features an annual calendar and moonphase indication.

Reference 238.026 has a white gold case and a silver dial.",https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/238-026-2d.jpg,images/238-026-2d.jpg
391,A. Lange & Söhne,1815,,1815 35.9 White Gold Black,2005 - 2008,No,White gold,,,,35.90 mm,7.50 mm,19.00 mm,Black,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L941.1,Analog,25.60 mm,21.0,45 h,21600 bph,"Hours, Minutes, Small Seconds",The ref. 206.029 A. Lange & Söhne 1815 was introduced in 2005 and discontinued three years later. It features a white gold case of 35.9mm and a black dial. It is powered by the caliber L941.1 handwound movement.,https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/206-029-1d.jpg,images/206-029-1d.jpg
392,A. Lange & Söhne,1815,,1815 Chronograph white Gold,2004 - 2008,No,White gold,Sapphire,Open,,39.50 mm,10.80 mm,20.00 mm,Silver,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L951.0,Analog,30.60 mm,34.0,36 h,18000 bph,"Hours, Minutes, Small Seconds",The ref. 401.026 1815 Chronograph was available from 2004 to 2008. It features a white gold case measuring 39.5mm across and a silver dial with blued steel hands.,https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/401-026-2c.jpg,images/401-026-2c.jpg
393,A. Lange & Söhne,1815,,1815 Chronograph White Gold / Black / Pulsometer,2017,No,White gold,Sapphire,Open,Round,39.50 mm,10.80 mm,20.00 mm,Black,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L951.5,Analog,30.60 mm,40.0,60 h,21600 bph,"Hours, Minutes, Small Seconds","The A. Lange & Söhne 1815 Pulsometer Edition reference 414.028 was introduced in mid-2017. It features a white gold case and a black silver dial with white numerals, and a pulsometer scale. As are the other 1815 Chronographs of this generation, this watch is powered by the L951.5 caliber.",https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/414-028-70.jpg,images/414-028-70.jpg
394,A. Lange & Söhne,1815,,1815 Chronograph Diamond / MOP blue,2009 - 2011,No,White gold,,,,39.50 mm,10.80 mm,20.00 mm,Mother of pearl,,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L951.0,Analog,30.60 mm,34.0,36 h,18000 bph,"Hours, Minutes, Small Seconds",The ref. 823.042 1815 Chronograph features a white gold case with diamond bezel and a light blue mother-of-pearl dial. It was available in from 2009 to 2011.,https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/823-042-87.jpg,images/823-042-87.jpg
395,A. Lange & Söhne,1815,,1815 Chronograph Boutique Edition Pulsometer,2015,No,White gold,Sapphire,Open,Round,39.50 mm,10.80 mm,20.00 mm,Silver,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L951.5,Analog,30.60 mm,40.0,60 h,21600 bph,"Hours, Minutes, Small Seconds","The A. Lange & Söhne 1815 Chronograph Boutique Edition reference 410.026 is a special edition of the 2010 1815 Chronograph only available in the 15 A. Lange & Söhne boutiques. It features a white gold case and a grained silver dial with blue numerals. As are the other 1815 Chronographs of this generation, this watch is powered by the L951.5 caliber.",https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/410-026-f7.jpg,images/410-026-f7.jpg
396,A. Lange & Söhne,1815,,1815 Homage to Walter Lange Stainless Steel,2017,"Yes, 90 units",Stainless steel,,Open,Round,40.50 mm,10.70 mm,,Black,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L1924,Analog,31.60 mm,36.0,60 h,21600 bph,"Hours, Minutes, Small Seconds, Seconds","The A. Lange & Sohne 1815 Homage to Walter Lange was introduced in late 2017 in four metals as an ode to company (re-) founder Walter Lange, who passed away in January of the same year. It features a case of 40.5mm, which houses the hand-wound caliber L1924, with both subsidiary as well as sweep seconds hands - the latter of which can be stopped and started through the pusher at 2:00.

Reference 297.078 is a piece unique with stainless steel case that is set to be auctioned of for charity.",https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/297-078-b2.jpg,images/297-078-b2.jpg
397,A. Lange & Söhne,1815,,1815 Cuvette Oeding-Erdel,2006 - 2007,"Yes, 38 units",White gold,Sapphire,Hinged,,40.00 mm,10.20 mm,20.00 mm,Silver,Silver,Arabic Numerals,Alpha,Automatic,A. Lange & Söhne,L921.2,Analog,30.40 mm,36.0,46 h,21600 bph,"Hours, Minutes, Small Seconds",Limited edition of 38 pieces created for authorized Lange & Sohne dealer Oeding-Erdel. First Lange with a cuvette (hinged) caseback.,https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/323-046-c1.jpg,images/323-046-c1.jpg
398,A. Lange & Söhne,1815,,1815 Chronograph Diamond / MOP,2009 - 2009,"Yes, 3 units",White gold,Sapphire,Open,,39.50 mm,10.80 mm,20.00 mm,Mother of pearl,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L951.0,Analog,30.60 mm,34.0,36 h,18000 bph,"Hours, Minutes, Small Seconds",The ref. 823.029 1815 Chronograph features a white gold case with diamond bezel and a mother-of-pearl dial. It was available in 2009.,https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/823-029-13.jpg,images/823-029-13.jpg
399,A. Lange & Söhne,1815,,1815 Tourbillon Platinum,2014,"Yes, 100 units",Platinum,Sapphire,Open,,39.50 mm,11.10 mm,20.00 mm,Silver,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L102.1,Analog,32.60 mm,43.0,72 h,21600 bph,"Hours, Minutes, Small Seconds","The ref. 730.025 1815 Tourbillon - with its massive tourbillon at 6:00- was introduced at SIHH 2014. It's caliber L102.1 features hacking, zero-reset seconds; when the crown is pullend the balance stops and the seconds hand resets to twelve, allowing for precision adjustments. Ref. 730.032 is its pink gold sibling. This platinum version is limited to 100 pieces.",https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/730-025-51.jpg,images/730-025-51.jpg
400,A. Lange & Söhne,1815,,1815 Tourbillon Platinum / Enamel,2018,"Yes, 100 units",Platinum,Sapphire,Open,,39.50 mm,11.10 mm,20.00 mm,White,Enamel,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L102.1,Analog,32.60 mm,43.0,72 h,21600 bph,"Hours, Minutes, Small Seconds","The ref. 1815 Tourbillon in platinum - with its massive tourbillon at 6:00- was introduced at SIHH 2014. It's caliber L102.1 features hacking, zero-reset seconds; when the crown is pullend the balance stops and the seconds hand resets to twelve, allowing for precision adjustments.

Reference 730.079 was added to the collection in 2018. It a white enamel dial rather than the silver.",https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/730-079-2c.jpg,images/730-079-2c.jpg
401,A. Lange & Söhne,1815,,1815 Moonphase Emil Lange Pink Gold,1999 - 2001,"Yes, 250 units",Pink gold,Sapphire,Open,,35.90 mm,7.45 mm,19.00 mm,Black,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L943.1,Analog,27.50 mm,26.0,45 h,21600 bph,"Hours, Minutes, Small Seconds",The A. Lange & Söhne 1815 Moonphase Emil Lange 231.031 was introduced in 1999 as a limited edition of 250 pieces. It features a pink gold case and a black dial.,https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/231-031-24.jpg,images/231-031-24.jpg
402,A. Lange & Söhne,1815,,1815 Tourbillon  Handwerkskunst,2015,"Yes, 30 units",Pink gold,Sapphire,Open,,39.50 mm,11.10 mm,20.00 mm,Silver,Pink gold,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L102.1,Analog,32.60 mm,43.0,72 h,21600 bph,"Hours, Minutes, Small Seconds","The 1815 Tourbillon is the first A. Lange & Söhne watch that combines a stop-seconds device for the tourbillon and the ZERO-RESET mechanism. At the close of the anniversary year that commemorates the 200th birthday of Ferdinand Adolph Lange, this paragon of precision timekeeping is being presented in a limited Handwerkskunst edition featuring extraordinary dial and movement decorations.",https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/730-048-ce.jpg,images/730-048-ce.jpg
403,A. Lange & Söhne,1815,,1815 Rattrapante Perpetual Calendar White Gold / Handwerkskunst,2017,"Yes, 20 units",Platinum,Sapphire,Hinged,Round,41.90 mm,15.80 mm,20.00 mm,Blue,Enamel,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L101.1,Analog,32.60 mm,43.0,42 h,21600 bph,"Hours, Minutes, Small Seconds","The A. Lange & Söhne 1815 Rattrapante Perpetual Calendar Handwerkskunst reference 421.048 is a limited edition of 20 pieces introduced late 2017. As per 'Handwerkskunst' tradition, it is ennobled with special decorative techniques - while the movement is the ever-impressive caliber L101.1 introduced in 2013.

The dial of the 421.048 is made of solid gold. The solid gold dial features relief-engraved stars and numerals; the stars covered by the deep blue enamel, while the numerals are flush-fit. Blue enamel is found on the hinged case back as well, surrounding a medallion depicting the goddess Luna.",https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/421-048-5b.jpg,images/421-048-5b.jpg
404,A. Lange & Söhne,1815,,1815 40 Platinum / Silver,2009,"Yes, 500 units",Platinum,Sapphire,Open,Round,40.00 mm,8.90 mm,20.00 mm,Silver,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L051.1,Analog,30.60 mm,23.0,55 h,21600 bph,"Hours, Minutes, Small Seconds",The A. Lange & Söhne 233.025 was introduced in 2009 as a limited edition of 500 pieces. It features a platinum case of 40mm and a rhodinated silver dial.,https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/233-025-4a.jpg,images/233-025-4a.jpg
405,A. Lange & Söhne,1815,,1815 Rattrapante Perpetual Calendar Platinum,2013,No,Platinum,Sapphire,Open,,41.90 mm,14.70 mm,20.00 mm,Silver,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L101.1,Analog,32.60 mm,43.0,42 h,21600 bph,"Hours, Minutes, Small Seconds",The horological masterpiece that is the 1815 Rattrapante Perpetual Calendar was introduced in 2013. It features both a perpetual calendar as well as a split-seconds chronograph. Ref. 421.025 has a platinum.,https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/421-025-8d.jpg,images/421-025-8d.jpg
406,A. Lange & Söhne,1815,,1815  Up/Down White Gold / Blue / Wempe,2019,"Yes, 25 units",White gold,Sapphire,Open,,39.00 mm,8.90 mm,20.00 mm,Blue,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L051.2,Analog,30.60 mm,29.0,72 h,21600 bph,"Hours, Minutes, Small Seconds","The A. Lange & Söhne 1815 Up/Down 234.041 is a limited edition of 25 pieces created in honor of the 25th anniversary of the partnership between the watch brand and Wempe jewelers. Based on the discontinued 1815 Up/Down, it features a white gold case and a blue dial with silver subdials. It is also available in pink gold as ref. 234.042.",https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/234-041-b0.jpg,images/234-041-b0.jpg
407,A. Lange & Söhne,1815,,1815 Chronograph Pink Gold / Black / Pulsometer,2018,No,Pink gold,Sapphire,Open,Round,39.50 mm,10.80 mm,20.00 mm,Black,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L951.5,Analog,30.60 mm,40.0,60 h,21600 bph,"Hours, Minutes, Small Seconds",The A. Lange & Söhne 1815 Chronograph reference 414.032 was added to the collection in 2018. It features a pink gold case and a silver dial with pulsometer scale.,https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/414-032-92.jpg,images/414-032-92.jpg
408,A. Lange & Söhne,1815,,1815 Moonphase F.A. Lange Homage,2010 - 2013,"Yes, 265 units",Honey Gold,Sapphire,Open,Round,37.40 mm,8.90 mm,19.00 mm,Silver,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L943.2,Analog,27.50 mm,21.0,45 h,21600 bph,"Hours, Minutes, Small Seconds",The A. Lange & Söhne 1815 Moonphase 'Homage to F.A. Lange' is a limited edition of 265 pieces with 'Honey Gold' case that was available from 2010 to approximately 2013. It is powered by caliber L943.2.,https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/212-050-e7.jpg,images/212-050-e7.jpg
409,A. Lange & Söhne,1815,,1815 200th Anniversary F. A. Lange,2015,"Yes, 200 units",Platinum,Sapphire,Open,Round,40.00 mm,8.80 mm,,Black,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L051.1,Analog,30.60 mm,23.0,55 h,21600 bph,"Hours, Minutes, Small Seconds","The A. Lange & Söhne 1815 200th Anniversary F. A. Lange was introduced in February 2015 in celebration of the 200th annivesary of the brands founder, F.A. Lange. It features a 40mm platinum case and a black dial; it is powered by caliber L051.1. This version is limited to 200 pieces.",https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/236-049-5e.jpg,images/236-049-5e.jpg
410,A. Lange & Söhne,1815,,1815 Chronograph Pink Gold,2010,No,Pink gold,Sapphire,Open,,39.50 mm,10.80 mm,20.00 mm,Silver,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L951.5,Analog,30.60 mm,40.0,60 h,21600 bph,"Hours, Minutes, Small Seconds",The ref. 402.032 1815 Chronograph is the pink gold brother to the ref. 402.026. It features a 39.5mm case and a solid silver dial; it is powered by valiber L951.5. This watch was introduced at SIHH 2010.,https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/402-032-d2.jpg,images/402-032-d2.jpg
411,A. Lange & Söhne,1815,,1815 Annual Calendar Pink Gold / Silver,2017,No,Pink gold,Sapphire,Open,Round,40.00 mm,10.10 mm,20.00 mm,Silver,Silver,Arabic Numerals,Alpha,Handwound,A. Lange & Söhne,L051.3,Analog,30.60 mm,26.0,72 h,21600 bph,"Hours, Minutes, Small Seconds","The A. Lange & Söhne 1815 Annual Calendar was introduced at SIHH 2017. Housed in a case of 40.0 * 10.1 mm is the hand-wound caliber L051.3, which features an annual calendar and moonphase indication.

Reference 238.032 has a pink gold case and a silver dial.",https://watchbase.r.sizr.io/watch/lg/a-lange-sohne/1815/238-032-1a.jpg,images/238-032-1a.jpg
412,Breitling,Transocean,,Transocean Day & Date Red Gold / Silver / Calf / Pin,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-g752-437x-b.jpg,images_latest/r4531012-g752-437x-b.jpg
413,Breitling,Transocean,,Transocean Day & Date Red Gold / Silver / Rubber / Folding,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25.0,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-g752-279s-r20d-3-81.png,images_latest/r4531012-g752-279s-r20d-3-81.png
414,Archimede,Pilot,,Pilot Chornograph Staineless Steel / Black,,No,Stainless steel,Sapphire,Open,Round,42.00 mm,13.60 mm,,Black,,Arabic Numerals,Sword,Automatic,ETA,7750,Analog,30.00 mm,25.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","Classic design, engineering precision and functionality are the guidelines for this outstanding chronograph.

This Pilot watch is powered by a Swiss Made Eta 7750 Elaboré automatic movement, which offers high precision and reliability. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel or black PVD finished by Ickler. The Pilot Chronograph is available with display back or - as an option - with a solid case back.

The catchy Pilot crown and the large pushers are designed for optimal usability. The classic pilot's-style dial with luminous hands allows a clear time reading. The date is discreetly shown at six o'clock.

Reference UA7939-C1.3 is fitted with a dark brown leather strap.",https://watchbase.r.sizr.io/watch/lg/archimede/pilot/ua7939-c1-3-66.jpg,images_latest/ua7939-c1-3-66.jpg
415,Archimede,Outdoor,,OutDoor 39 Protect Stainless Steel / Red / Bracelet,,No,Stainless steel,Sapphire,Closed,Round,39.00 mm,11.20 mm,20.00 mm,Red,,Arabic Numerals,Stick,Automatic,Sellita,SW200-1,Analog,25.60 mm,26.0,38 h,28800 bph,"Hours, Minutes, Seconds","This watch is powered by a Swiss Made SW 200-1 automatic movement, which offers high precision and reliability. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel finished by Ickler. 

This specific OutDoor Protect has a red dial and is fitted a stainless steel bracelet.",https://watchbase.r.sizr.io/watch/lg/archimede/outdoor/ua8239b-a6-1-h-9c.jpg,images_latest/ua8239b-a6-1-h-9c.jpg
416,Ball Watch,Engineer Hydrocarbon,,Engineer Hydrocarbon NEDU Black / Rubber,2013,No,Titanium,Sapphire,Closed,Round,42.00 mm,17.30 mm,,Black,,Stick / Dot,Sword,Automatic,Ball Watch,RR1402C,Analog,30.00 mm,25.0,42 h,28800 bph,"Hours, Minutes, Small Seconds","The Ball Engineer Hydrocarbon NEDU was introduced in 2013. It was named after the Navy Experimental Diving Unit branch of the American Navy. The case measures 42mm across and is made of titanium with a ceramic bezel insert. It houses the self-winding caliber 7750 which is chronometer certified. The crown is fitted with a signature protector and an integrated helium escape valve.

Reference DC3026A-PC-BK has a black dial and a rubber strap.",https://watchbase.r.sizr.io/watch/lg/ball-watch/engineer-hydrocarbon/dc3026a-pc-bk-b7.jpg,images_latest/dc3026a-pc-bk-b7.jpg
