basic_info_brand,basic_info_family,basic_info_reference,basic_info_name,basic_info_produced,basic_info_limited,case_material,case_glass,case_back,case_shape,case_diameter,case_height,case_lug width,dial_color,dial_material,dial_indexes,dial_hands,movement_type,movement_brand,movement_caliber,movement_display,movement_diameter,movement_jewels,movement_reserve,movement_frequency,movement_time,description,image_link
Apple,Watch,,Watch 42mm,2015,No,,Sapphire,Closed,Rectangular,35.90 mm,10.50 mm,,,,,,Processor,Apple,Apple Watch,Digital,,,18 h,,"Hours, Minutes, Seconds, World Time","The Apple Watch in 42mm has a stainless steel case with a ceramic back in 35.9x42.0mm at a height of 10.5mm. It is splash proof though not water resistant. The 'movement' has a power reserve of 18 hours, after which it can be recharged using a magnetic charging cable. The glass on the Apple Watch version is sapphire.

Synced with an iPhone, it keeps time to within 50 milliseconds of the definitive global time standard. The 'dial' can of course be customized. It features various sensors to keep track of health and activity.

Available in a wide range of versions, the current version of the Apple Watch has a stainless steel case and a black rubber strap - the so-called 'Sport Band'.",https://watchbase.r.sizr.io/watch/lg/apple/apple-watch/mj3u2ll-5c.jpg
Breitling,Transocean,,Transocean Day & Date Red Gold / Silver / Calf / Folding,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-g752-112x-r20d-1-39.png
Bell & Ross,Instruments,,BR 01 94 Titanium Ultralight Chronograph,2014,No,Titanium,Sapphire,Closed,Square,46.00 mm,,,Black,Carbon,Mixed,Sword,Automatic,ETA,2894-2,Analog,28.00 mm,37,42 h,28800 bph,"Hours, Minutes, Small Seconds","To create the BR 01 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 01 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.
The present example features a titanium case, a carbon fiber dial with over-sized three Arabic numerals and a rubber strap. The three-counter chronograph movement is automatic and also features a date window at 4:30.
Reference BR0194-TITANIUM",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0194titanium-d1.png
Breitling,Transocean,,Transocean Day & Date Red Gold / Silver / Military / Pin,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-g752-109w-r20ba-1-9b.png
Bell & Ross,Instruments,,BR 01 97 Reserve de Marche,,No,Stainless steel,Sapphire,Closed,Square,46.00 mm,,,Black,,Mixed,Sword,Automatic,ETA,2897,Analog,25.60 mm,21,42 h,28800 bph,"Hours, Minutes, Seconds","To create the BR 01 aviation watch, the Bell & Ross designers took their inspiration from aeronautical instrumentation, the ultimate reference point for legibility and reliability. Available in a variety of models, the BR 01 Instrument watch is no longer exclusively reserved for pilots. It has become an iconic watch to the great delight of watch collectors.
The present example features a stainless steel case, a black dial with oversized four Arabic numerals and power reserve display. A black rubber strap is fitted..
Reference BR0197-BL-ST",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0197-bl-st-a8.png
Audemars Piguet,Jules Audemars,,Jules Audemars 26023 Grande Complication Platinum / Sapphire / Bracelet,,No,Platinum,Sapphire,Open,Round,42.00 mm,14.00 mm,,Sapphire,,Stick / Dot,Feuille,Automatic,Audemars Piguet,AP 2885,Analog,31.60 mm,52,45 h,19800 bph,"Hours, Minutes, Small Seconds","The Jules Audemars is a gentleman's watch with perpetual calendar, minute repeater, split seconds chronograph, moon phase and small seconds - earning it the 'Grande Complication' moniker.

Reference 26023PT.OO.1138PT.01 has a platinum case and a sapphire dial, allowing for a view of the movement from the front as well as the back. It is fitted with a flush-fit platinum bracelet.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/26023pt-oo-1138pt-01-fb.png
Breitling,Transocean,,Transocean Day & Date Stainless Steel / Silver / Croco / Pin,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-g751-745p-c7.jpg
Bell & Ross,Instruments,,BR 03 92 Type Aviation Carbon,2009,No,Stainless steel,Sapphire,Closed,Square,42.00 mm,,,Black,,Mixed,Sword,Quartz,ETA,988.333,Analog/ Digital,22.00 mm,7,,,"Additional 12 Hour Hand (adjustable), Additional 24 Hour Hand (adjustable), Hours, Minutes, Seconds","The BR 03 Type Aviation is a symbolic and utilitarian watch which responds to the specific requirements of fighter pilots. It is fitted with a graduated bidirectional bezel and an ultra-precise multifunctional quartz movement.
The present example features a stainless steel case with black PVD coating, a black dial with Arabic numerals and a rubber strap.
Reference BR0392-AVIA-CA",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0392-avia-ca-49.png
Breitling,Transocean,,Transocean 38 Stainless Steel / Black / Bracelet,2014,No,Stainless steel,Sapphire,Closed,Round,38.00 mm,12.75 mm,20.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B16,Analog,25.60 mm,30,42 h,28800 bph,"Hours, Minutes, Small Seconds","Transocean  Breitling has reinterpreted the pure, original spirit of its Transocean collection in a refined model with a twin-aperture calendar and small seconds. The steel case, fitted with a slim beveled bezel and slender lugs, features a 38 mm diameter that is ideal for all wrist sizes.Water-resistant to 100 meters (330 ft), it houses an officially chronometer-certified selfwinding movement. REF. A1631012.BD15.171A",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a1631012bd15171a-4.jpg
Audemars Piguet,Jules Audemars,,Jules Audemars 26344 Grande Sonnerie Carillon Platinum / Silver,2016,"Yes, 1 unit",Platinum,Sapphire,Open,Round,39.00 mm,11.10 mm,,Silver,Yellow gold,Stick / Dot,Feuille,Handwound,Audemars Piguet,AP 2945,Analog,29.90 mm,53,48 h,21600 bph,"Hours, Minutes, Small Seconds","The Jules Audemars 26344PT.OO.D028CR.02 is a unique piece created in 2016. It features a platinum case and a silver guilloché dial. It is powered by the hand-wound caliber 2945, which features a triple tone grande sonnerie, smalls seconds and a power reserve indicator.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/26344pt-oo-d002cr-01-64.png
Archimede,Outdoor,,OutDoor 39 Protect Stainless Steel / Green / Leather,,No,Stainless steel,Sapphire,Closed,Round,39.00 mm,11.20 mm,20.00 mm,Green,,Arabic Numerals,Stick,Automatic,Sellita,SW200-1,Analog,25.60 mm,26,38 h,28800 bph,"Hours, Minutes, Seconds","This watch is powered by a Swiss Made SW 200-1  automatic movement, which offers high precision and reliability. The solid crafted three-piece case with sapphire crystal is made from finely brushed stainless steel finished by Ickler. 

This specific OutDoor Protect has a green dial and is fitted a leather strap.",https://watchbase.r.sizr.io/watch/lg/archimede/outdoor/ua8239-a4-1-h-8b.jpg
Breitling,Transocean,,Transocean Chronograph Unitime Red Gold / Silver / Calf,2012,No,Red Gold,Sapphire,Closed,Round,46.00 mm,15.40 mm,24.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B05,Analog,,56,70 h,28800 bph,"Hours, Minutes, Small Seconds, World Time","The Breitling Transocean Chronograph Unitime pairs a chronograph with a world time function, courtesy of its in-house caliber B05. Thanks to its double disk, the Transocean Chronograph Unitime provides at-a-glance reading, anywhere in the world, of the time in all 24 timezones. When the user changes timezone, simply turning the crown forwards or backwards enables instant correction of the hour hand, the city disk and the 24-hour disk – while automatically adjusting the date to local time. ",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/rb0510u0-a733-441x-fc.jpg
Breitling,Transocean,,Transocean Day & Date Stainless Steel / Silver / Croco / Folding,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-g751-732p-a20d-1-f5.png
Breitling,Transocean,,Transocean Day & Date Red Gold / Black / Military / Pin,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-bb70-109w-56.jpg
Bell & Ross,Instruments,,BR 03 92 Type Aviation  Steel,2009,No,Stainless steel,Sapphire,Closed,Square,42.00 mm,,,Black,,Mixed,Sword,Quartz,ETA,988.333,Analog/ Digital,22.00 mm,7,,,"Additional 12 Hour Hand (adjustable), Additional 24 Hour Hand (adjustable), Hours, Minutes, Seconds","The BR 03 Type Aviation is a symbolic and utilitarian watch which responds to the specific requirements of fighter pilots. It is fitted with a graduated bidirectional bezel and an ultra-precise multifunctional quartz movement.
The present example features a stainless steel case, black dial with Arabic numerals and a stainless steel bracelet.
Reference BR0392-AVIA-ST/SST",https://watchbase.r.sizr.io/watch/lg/bell-ross/aviation/br0392aviastsst-22.jpg
Breitling,Transocean,,Transocean Day & Date Stainless Steel / Silver / Croco / Folding,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Silver,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-g751-740p-a20d-1-4d.png
Audemars Piguet,Millenary,,Millenary Tourbillon White Gold / Diamond,2017,No,White gold,Sapphire,Open,Oval,39.50 mm,9.80 mm,20.00 mm,Paved,,Arabic Numerals,Alpha,Handwound,Audemars Piguet,AP 2940,Analog,30.10 mm,19,72 h,21600 bph,"Hours, Minutes","Hand-wound watch 18-carat white gold case, entirely set with diamonds, glareproofed sapphire crystal and caseback, crown set with a rose-cut diamond, water-resistant to 20 m.

Reference 26354BC.ZZ.D204CR.01 has a diamond dial and is fitted a white alligator strap",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/millenary/26354bc-zz-d204cr-01-a9.png
Breitling,Transocean,,Transocean Day & Date Red Gold / Black / Calf / Folding,2012,No,Red Gold,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r4531012-bb70-438x-r20d-1-e1.png
Breitling,Transocean,,Transocean Chronograph 1461 Red Gold / Black / Calf,,"Yes, 100 units",Stainless steel,Sapphire,Closed,Round,43.00 mm,15.25 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B19,Analog,,38,42 h,28800 bph,"Hours, Minutes, Small Seconds","In the Transocean Chronograph 1461, the chronograph is combined with a complete calendar requiring adjustment only once every leap year, meaning every 1,461 days. The case measures 43mm across.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/r1931012-bc20-435x-c6.jpg
Audemars Piguet,Jules Audemars,,Jules Audemars 15180 Extra-Thin Pink Gold / Silver Guilloche,,No,Pink gold,Sapphire,Open,Round,41.00 mm,6.70 mm,,Silver,,Stick / Dot,Feuille,Automatic,Audemars Piguet,AP 2120,Analog,28.40 mm,36,40 h,19800 bph,"Hours, Minutes",The Jules Audemars 15180OR.OO.A102CR.01 has a pink gold case and a silver dial with applied hour markers and a guilloche sunray pattern. It is powered by the self-winding caliber 2120 and strapped to the wrist by means of a gloss 'large square scale' alligator strap.,https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/15180or-oo-a102cr-01-44.png
Breitling,Transocean,,Transocean Day & Date Stainless Steel / Black / Croco / Folding,2012,No,Stainless steel,Sapphire,Closed,Round,43.00 mm,12.80 mm,22.00 mm,Black,,Stick / Dot,Stick,Automatic,Breitling,B45,Analog,29.00 mm,25,38 h,28800 bph,"Hours, Minutes, Seconds","The Breitling Transocean Day & Date is inspired by the original 1958 Transocean. It features a classical round case in a contemporary 43mm, and an understated dial with windows for both day and date.",https://watchbase.r.sizr.io/watch/lg/breitling/transocean/a4531012-bb69-738p-a20d-1-67.png
Audemars Piguet,Jules Audemars,,Jules Audemars 26003 Equation of Time Pink Gold / Silver,,No,Pink gold,Sapphire,Open,Round,43.00 mm,11.70 mm,,Black,,Roman Numerals,Feuille,Automatic,Audemars Piguet,AP 2120 / 2808,Analog,28.20 mm,41,40 h,19800 bph,"Hours, Minutes","The Jules Audemars reference 26003OR.OO.D002CR.01 has a pink gold case (43mm) and a black dial with Roman numerals. It is powered by the selfwinding caliber 2120 with module 2808 - the latter provides it with a perpetual calendar with equation of time, and sunrise & -set times.",https://watchbase.r.sizr.io/watch/lg/audemars-piguet/jules-audemars/26003or-oo-d002cr-01-a5.png
