Short_Name,School_Type,Primary_Category,Zip,Excelerate_Award_Gold_Year,Student_Attainment_Rating,Attainment_Reading_Pct_ES,Attainment_Reading_Lbl_ES,Attainment_Math_Pct_ES,Attainment_Math_Lbl_ES,Culture_Climate_Rating,School_Survey_Student_Response_Rate_Pct,School_Survey_Teacher_Response_Rate_Pct,School_Survey_Parent_Response_Rate_Pct,Healthy_School_Certification,Healthy_School_Certification_Description,Creative_School_Certification,Creative_School_Certification_Description,NWEA_Reading_Attainment_Grade_2_Pct,NWEA_Reading_Attainment_Grade_2_Lbl,NWEA_Reading_Attainment_Grade_3_Pct,NWEA_Reading_Attainment_Grade_3_Lbl,NWEA_Reading_Attainment_Grade_4_Pct,NWEA_Reading_Attainment_Grade_4_Lbl,NWEA_Reading_Attainment_Grade_5_Pct,NWEA_Reading_Attainment_Grade_5_Lbl,NWEA_Reading_Attainment_Grade_6_Pct,NWEA_Reading_Attainment_Grade_6_Lbl,NWEA_Reading_Attainment_Grade_7_Pct,NWEA_Reading_Attainment_Grade_7_Lbl,NWEA_Reading_Attainment_Grade_8_Pct,NWEA_Reading_Attainment_Grade_8_Lbl,NWEA_Math_Attainment_Grade_2_Pct,NWEA_Math_Attainment_Grade_2_Lbl,NWEA_Math_Attainment_Grade_3_Pct,NWEA_Math_Attainment_Grade_3_Lbl,NWEA_Math_Attainment_Grade_4_Pct,NWEA_Math_Attainment_Grade_4_Lbl,NWEA_Math_Attainment_Grade_5_Pct,NWEA_Math_Attainment_Grade_5_Lbl,NWEA_Math_Attainment_Grade_6_Pct,NWEA_Math_Attainment_Grade_6_Lbl,NWEA_Math_Attainment_Grade_7_Pct,NWEA_Math_Attainment_Grade_7_Lbl,NWEA_Math_Attainment_Grade_8_Pct,NWEA_Math_Attainment_Grade_8_Lbl,School_Survey_Involved_Families,School_Survey_Supportive_Environment,School_Survey_Ambitious_Instruction,School_Survey_Effective_Leaders,School_Survey_Collaborative_Teachers,School_Survey_Safety,Suspensions_Per_100_Students_Year_1_Pct,Misconducts_To_Suspensions_Year_1_Pct,Average_Length_Suspension_Year_1_Pct,School_Survey_School_Community,School_Survey_Parent_Teacher_Partnership,School_Survey_Quality_Of_Facilities,Student_Attendance_Year_1_Pct,Teacher_Attendance_Year_1_Pct,Progress_Toward_Graduation_Year_1,Progress_Toward_Graduation_Year_2,Chronic_Truancy_Pct,Supportive_School_Award,School_Latitude,School_Longitude
POE,Classical,ES,"60,628",,FAR ABOVE AVERAGE,99,99th,99,99th,WELL ORGANIZED,99.9,93.3,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",99,99th,99,99th,99,99th,99,99th,99,99th,,,,,99,99th,99,99th,99,99th,98,98th,99,99th,,,,,VERY STRONG,NEUTRAL,VERY STRONG,NEUTRAL,STRONG,STRONG,0,0,0.0 days,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,97.5,92.7,"2,017","2,018",2.4,EMERGING,41.70263,-87.606419
OGDEN ES,Neighborhood,ES,"60,610",,FAR ABOVE AVERAGE,94,94th,86,86th,PARTIALLY ORGANIZED,0,70.4,35%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",93,93rd,94,94th,84,84th,91,91st,97,97th,95,95th,98,98th,92,92nd,87,87th,81,81st,94,94th,83,83rd,76,76th,92,92nd,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,WEAK,NOT ENOUGH DATA,0.2,12.5,1.5 days,NEUTRAL,STRONG,STRONG,94.8,96.3,"2,017","2,018",13.1,EXEMPLARY,41.899976,-87.629297
SHERWOOD,Neighborhood,ES,"60,621",2018,AVERAGE,67,67th,63,63rd,WELL ORGANIZED,97.4,85.7,71%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",33,33rd,87,87th,83,83rd,49,49th,59,59th,55,55th,78,78th,34,34th,92,92nd,80,80th,43,43rd,51,51st,65,65th,62,62nd,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,STRONG,STRONG,0.9,9.4,3.0 days,STRONG,VERY STRONG,STRONG,96.1,96.3,"2,017","2,018",27.9,NOT RATED,41.7908,-87.632279
KELLER,Regional gifted center,ES,"60,655",,FAR ABOVE AVERAGE,99,99th,99,99th,WELL ORGANIZED,93.5,86.7,49%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",99,99th,99,99th,99,99th,99,99th,99,99th,99,99th,99,99th,99,99th,99,99th,99,99th,99,99th,99,99th,99,99th,99,99th,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,0,0,0.0 days,VERY STRONG,WEAK,STRONG,97.3,95,"2,017","2,018",5.4,EMERGING,41.69717,-87.697278
EVERS,Neighborhood,ES,"60,628",2018,AVERAGE,51,51st,43,43rd,WELL ORGANIZED,99.9,82.6,44%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",24,24th,33,33rd,33,33rd,9,9th,80,80th,80,80th,93,93rd,28,28th,28,28th,25,25th,8,8th,72,72nd,67,67th,79,79th,VERY STRONG,NEUTRAL,VERY STRONG,STRONG,VERY STRONG,WEAK,1.3,16.7,1.3 days,VERY STRONG,STRONG,STRONG,96.8,94.4,"2,017","2,018",3,ESTABLISHED,41.715665,-87.639305
CICS - PRAIRIE,Charter,ES,"60,628",,AVERAGE,34,34th,47,47th,PARTIALLY ORGANIZED,90.7,99.9,40%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",51,51st,16,16th,28,28th,23,23rd,27,27th,54,54th,69,69th,81,81st,29,29th,80,80th,38,38th,12,12th,31,31st,52,52nd,NEUTRAL,WEAK,WEAK,NEUTRAL,NEUTRAL,WEAK,,,,NEUTRAL,NEUTRAL,NEUTRAL,94.8,,"2,017","2,018",35.9,NOT RATED,41.684433,-87.616888
CICS - WRIGHTWOOD,Charter,ES,"60,652",,AVERAGE,55,55th,36,36th,WELL ORGANIZED,93.4,89.3,49%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",42,42nd,56,56th,51,51st,48,48th,48,48th,57,57th,79,79th,41,41st,39,39th,32,32nd,23,23rd,21,21st,35,35th,67,67th,VERY STRONG,WEAK,VERY STRONG,STRONG,VERY STRONG,WEAK,,,,NEUTRAL,STRONG,NEUTRAL,94.4,,"2,017","2,018",40.2,NOT RATED,41.745365,-87.692614
SOLOMON,Neighborhood,ES,"60,659",2018,FAR ABOVE AVERAGE,94,94th,94,94th,ORGANIZED,85.6,90.2,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",98,98th,83,83rd,98,98th,89,89th,96,96th,90,90th,96,96th,86,86th,85,85th,99,99th,94,94th,98,98th,93,93rd,97,97th,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,0,0,0.0 days,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,94.9,94.5,"2,017","2,018",22.2,EMERGING,41.993942,-87.724043
ACERO - PAZ,Charter,ES,"60,608",,AVERAGE,48,48th,25,25th,PARTIALLY ORGANIZED,86.8,84,< 30%,Not Achieved,This school is not a participant of the Healthy CPS initiative. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",59,59th,47,47th,13,13th,27,27th,73,73rd,52,52nd,70,70th,32,32nd,16,16th,21,21st,6,6th,36,36th,20,20th,45,45th,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,94.5,,"2,017","2,018",18.3,NOT RATED,41.850035,-87.692551
CHICAGO COLLEGIATE,Charter,HS,"60,628",,FAR BELOW EXPECTATIONS,44,44th,18,18th,PARTIALLY ORGANIZED,72.1,82.4,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",,,,,21,21st,21,21st,66,66th,44,44th,56,56th,,,,,12,12th,6,6th,15,15th,26,26th,36,36th,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,93.4,,"2,017","2,018",45.4,NOT RATED,41.679318,-87.617968
POWELL,Neighborhood,ES,"60,649",,BELOW AVERAGE,29,29th,22,22nd,MODERATELY ORGANIZED,90.8,64.9,51%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",12,12th,15,15th,39,39th,11,11th,25,25th,52,52nd,64,64th,12,12th,8,8th,35,35th,12,12th,21,21st,18,18th,47,47th,NEUTRAL,NEUTRAL,VERY STRONG,WEAK,NEUTRAL,WEAK,7.1,33.6,1.8 days,WEAK,WEAK,STRONG,94.5,95.2,"2,017","2,018",36.1,EMERGING,41.760332,-87.556789
HAMMOND,Neighborhood,ES,"60,623",2018,AVERAGE,49,49th,26,26th,MODERATELY ORGANIZED,94.4,63.2,> 75%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EMERGING,"This school is Emerging in the arts. It rarely meets the goals and priorities outlined in the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",53,53rd,59,59th,21,21st,35,35th,51,51st,66,66th,72,72nd,42,42nd,49,49th,13,13th,28,28th,19,19th,22,22nd,28,28th,STRONG,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,0,0,0.0 days,NEUTRAL,WEAK,NEUTRAL,94.9,93.5,"2,017","2,018",19,ESTABLISHED,41.852719,-87.696243
MARQUETTE,Neighborhood,ES,"60,629",2018,AVERAGE,42,42nd,50,50th,ORGANIZED,66.8,88.8,60%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",22,22nd,19,19th,52,52nd,14,14th,43,43rd,67,67th,67,67th,8,8th,43,43rd,75,75th,35,35th,32,32nd,70,70th,67,67th,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,5.3,70.5,2.3 days,NEUTRAL,STRONG,STRONG,95.7,96.9,"2,017","2,018",24.1,EMERGING,41.773881,-87.69703
SPRY HS,Neighborhood,HS,"60,623",,FAR BELOW EXPECTATIONS,,,,,WELL ORGANIZED,97.6,99.9,59%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,STRONG,NEUTRAL,STRONG,STRONG,WEAK,6.3,11.3,2.1 days,NEUTRAL,STRONG,NEUTRAL,87.4,96.7,"2,017","2,018",52.7,EMERGING,41.847762,-87.698946
HOPE LEARNING ACADEMY,Contract,ES,"60,612",,BELOW AVERAGE,22,22nd,18,18th,WELL ORGANIZED,99.9,88.4,67%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EMERGING,"This school is Emerging in the arts. It rarely meets the goals and priorities outlined in the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",13,13th,23,23rd,21,21st,33,33rd,,,,,,,4,4th,24,24th,18,18th,15,15th,,,,,,,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,5.2,7,1.1 days,STRONG,NEUTRAL,STRONG,93.9,,"2,017","2,018",38.2,NOT RATED,41.883362,-87.668077
KELLY HS,Neighborhood,HS,"60,632",,BELOW EXPECTATIONS,,,,,WELL ORGANIZED,69.2,88.8,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,VERY WEAK,0,0,0.0 days,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,89.1,93.8,"2,017","2,018",38.3,ESTABLISHED,41.818729,-87.694639
YCCS - CCA ACADEMY,Charter,HS,"60,623",,FAR BELOW EXPECTATIONS,,,,,ORGANIZED,63.1,66.7,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EMERGING,"This school is Emerging in the arts. It rarely meets the goals and priorities outlined in the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT ENOUGH DATA,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,59.4,,"2,017","2,018",155.5,NOT RATED,41.864943,-87.723662
EPIC HS,Charter,HS,"60,617",,BELOW EXPECTATIONS,,,,,WELL ORGANIZED,86.9,99.9,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EMERGING,"This school is Emerging in the arts. It rarely meets the goals and priorities outlined in the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,90.3,,"2,017","2,018",47.3,NOT RATED,41.744849,-87.550222
CICS - IRVING PARK,Charter,ES,"60,618",,ABOVE AVERAGE,75,75th,65,65th,ORGANIZED,92.7,87.2,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",80,80th,83,83rd,48,48th,49,49th,70,70th,91,91st,75,75th,59,59th,61,61st,36,36th,41,41st,61,61st,90,90th,75,75th,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,93.9,,"2,017","2,018",22.4,NOT RATED,41.950891,-87.710492
AVONDALE-LOGANDALE,Neighborhood,ES,"60,618",2018,AVERAGE,43,43rd,57,57th,WELL ORGANIZED,95.3,75.9,41%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",19,19th,25,25th,38,38th,21,21st,38,38th,62,62nd,79,79th,28,28th,40,40th,38,38th,51,51st,35,35th,82,82nd,85,85th,STRONG,NEUTRAL,STRONG,STRONG,STRONG,WEAK,3,15.4,2.0 days,NEUTRAL,STRONG,NEUTRAL,95.2,94.5,"2,017","2,018",10.6,ESTABLISHED,41.93397,-87.708041
CICS - WEST BELDEN,Charter,ES,"60,639",,ABOVE AVERAGE,79,79th,76,76th,WELL ORGANIZED,91.3,95.1,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",98,98th,79,79th,69,69th,59,59th,77,77th,75,75th,84,84th,98,98th,86,86th,84,84th,60,60th,50,50th,70,70th,80,80th,STRONG,STRONG,STRONG,NEUTRAL,STRONG,STRONG,,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,96,,"2,017","2,018",12,NOT RATED,41.921687,-87.776749
NATIONAL TEACHERS,Neighborhood,ES,"60,616",2018,ABOVE AVERAGE,72,72nd,66,66th,WELL ORGANIZED,91.8,88.9,49%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",61,61st,80,80th,85,85th,80,80th,49,49th,60,60th,75,75th,41,41st,96,96th,85,85th,73,73rd,40,40th,36,36th,54,54th,VERY STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,NEUTRAL,7.2,9,1.6 days,VERY STRONG,STRONG,VERY STRONG,95.9,96.8,"2,017","2,018",19.1,ESTABLISHED,41.8528,-87.629308
EARHART,Neighborhood,ES,"60,617",,ABOVE AVERAGE,84,84th,78,78th,WELL ORGANIZED,96.6,60,59%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EMERGING,"This school is Emerging in the arts. It rarely meets the goals and priorities outlined in the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",84,84th,88,88th,88,88th,83,83rd,84,84th,82,82nd,75,75th,79,79th,81,81st,88,88th,96,96th,76,76th,67,67th,63,63rd,NOT ENOUGH DATA,STRONG,VERY STRONG,NEUTRAL,STRONG,STRONG,0.4,11.1,1.0 days,VERY STRONG,VERY STRONG,STRONG,96.2,94.9,"2,017","2,018",5.5,EMERGING,41.726107,-87.582182
OGLESBY,Neighborhood,ES,"60,620",2018,BELOW AVERAGE,10,10th,5,5th,NOT YET ORGANIZED,89.3,97.7,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",1,1st,7,7th,3,3rd,12,12th,14,14th,37,37th,30,30th,1,1st,4,4th,2,2nd,2,2nd,2,2nd,17,17th,15,15th,WEAK,WEAK,NEUTRAL,WEAK,WEAK,VERY WEAK,2.4,5.4,2.5 days,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,94,94.5,"2,017","2,018",64.1,NOT RATED,41.75467,-87.645469
KENNEDY HS,Neighborhood,HS,"60,638",,MET EXPECTATIONS,,,,,MODERATELY ORGANIZED,84.2,87.2,< 30%,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn four badges to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  www.cpsarts.org/creative-schools-categories .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NEUTRAL,NEUTRAL,STRONG,WEAK,NEUTRAL,WEAK,4.9,33.3,1.5 days,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,87.9,94.7,"2,017","2,018",39.5,EMERGING,41.789961,-87.78084
